0	Inf+3.1416i
0.69315	-9.1276+3.1416i
1.3863	-6.5054+3.1416i
2.0794	-4.3231+3.1416i
2.7726	-2.7356+3.1416i
3.4657	-1.8094+3.1416i
4.1589	0.58561+3.1416i
4.852	0.81433+3.1416i
