0	Inf+3.1416i
0.69315	-9.6022+3.1416i
1.3863	-7.0742+3.1416i
2.0794	-4.8242+3.1416i
2.7726	-2.9878+3.1416i
3.4657	-2.0927+3.1416i
4.1589	1.1557+3.1416i
4.852	1.7851+3.1416i
