0	Inf+3.1416i
0.69315	-9.4754+3.1416i
1.3863	-7.0016+3.1416i
2.0794	-4.678+3.1416i
2.7726	-3.2917+3.1416i
3.4657	-2.0155+3.1416i
4.1589	0.8489+3.1416i
4.852	1.21+3.1416i
