0	Inf+3.1416i
0.69315	-9.7175+3.1416i
1.3863	-7.2078+3.1416i
2.0794	-4.8707+3.1416i
2.7726	-3.2504+3.1416i
3.4657	-2.1324+3.1416i
4.1589	1.7552+3.1416i
4.852	2.0926+3.1416i
