0	Inf+3.1416i
0.69315	-8.8949+3.1416i
1.3863	-6.3+3.1416i
2.0794	-4.2962+3.1416i
2.7726	-2.481+3.1416i
3.4657	-1.664+3.1416i
4.1589	0.40799+3.1416i
4.852	0.83109+3.1416i
