   0.0000000e+00   4.1101358e-01
   0.0000000e+00   4.1900991e-01
   0.0000000e+00   4.4337312e-01
   0.0000000e+00   4.2633479e-01
   0.0000000e+00   4.5429589e-01
   0.0000000e+00   4.2638766e-01
   0.0000000e+00   6.4757227e-01
   0.0000000e+00   3.0948996e-01
   0.0000000e+00   4.3491207e-01
   0.0000000e+00   4.0174489e-01
   0.0000000e+00   4.0112080e-01
   0.0000000e+00   4.2338880e-01
   0.0000000e+00   3.9932243e-01
   0.0000000e+00   4.0608025e-01
   0.0000000e+00   4.0352612e-01
   0.0000000e+00   3.7214541e-01
   0.0000000e+00   3.9400947e-01
   0.0000000e+00   3.9499479e-01
   0.0000000e+00   4.2623667e-01
   0.0000000e+00   4.3706066e-01
   0.0000000e+00   4.3077723e-01
   0.0000000e+00   5.9920138e-01
   0.0000000e+00   3.9718183e-01
   0.0000000e+00   2.9421556e-01
   0.0000000e+00   3.6759719e-01
   0.0000000e+00   4.0569500e-01
   0.0000000e+00   3.9333347e-01
   0.0000000e+00   4.2232491e-01
   0.0000000e+00   4.3123137e-01
   0.0000000e+00   3.9679060e-01
   0.0000000e+00   4.1482720e-01
   0.0000000e+00   2.8245858e-01
   0.0000000e+00   3.2970762e-01
   0.0000000e+00   3.6816674e-01
   0.0000000e+00   3.8642451e-01
   0.0000000e+00   3.8501895e-01
   0.0000000e+00   4.1296980e-01
   0.0000000e+00   4.3017440e-01
   0.0000000e+00   4.0661230e-01
   0.0000000e+00   3.0062734e-01
   0.0000000e+00   3.3775800e-01
   0.0000000e+00   3.5675596e-01
   0.0000000e+00   3.8687640e-01
   0.0000000e+00   4.1324447e-01
   0.0000000e+00   3.9961356e-01
   0.0000000e+00   3.9706565e-01
   0.0000000e+00   3.8289606e-01
   0.0000000e+00   3.0810607e-01
   0.0000000e+00   3.1275947e-01
   0.0000000e+00   3.9839792e-01
   0.0000000e+00   4.0242729e-01
   0.0000000e+00   4.0987183e-01
   0.0000000e+00   4.0086980e-01
   0.0000000e+00   3.7841071e-01
   0.0000000e+00   3.7601002e-01
   0.0000000e+00   3.2389329e-01
   0.0000000e+00   3.4233426e-01
   0.0000000e+00   3.8555022e-01
   0.0000000e+00   3.9490276e-01
   0.0000000e+00   4.0460143e-01
   0.0000000e+00   3.9597460e-01
   0.0000000e+00   3.7669650e-01
   0.0000000e+00   3.8115687e-01
   0.0000000e+00   2.9728202e-01
   0.0000000e+00   5.6915918e-01
   0.0000000e+00   5.9428832e-01
   0.0000000e+00   5.5219730e-01
   0.0000000e+00   6.3009416e-01
   0.0000000e+00   6.1271379e-01
   0.0000000e+00   3.5799384e-01
   0.0000000e+00   2.6191302e-01
   0.0000000e+00   2.4877417e-01
   0.0000000e+00   5.8246118e-01
   0.0000000e+00   6.0860332e-01
   0.0000000e+00   5.8779839e-01
   0.0000000e+00   5.9673742e-01
   0.0000000e+00   5.2008278e-01
   0.0000000e+00   2.9482111e-01
   0.0000000e+00   2.4526465e-01
   0.0000000e+00   2.3129470e-01
   0.0000000e+00   5.6921447e-01
   0.0000000e+00   6.2059728e-01
   0.0000000e+00   5.6678539e-01
   0.0000000e+00   6.3646969e-01
   0.0000000e+00   5.7466621e-01
   0.0000000e+00   4.6280420e-01
   0.0000000e+00   3.1509561e-01
   0.0000000e+00   2.6384888e-01
   0.0000000e+00   5.7160013e-01
   0.0000000e+00   6.6147425e-01
   0.0000000e+00   5.6841094e-01
   0.0000000e+00   5.4497907e-01
   0.0000000e+00   5.2652556e-01
   0.0000000e+00   5.3748355e-01
   0.0000000e+00   3.5071563e-01
   0.0000000e+00   2.8385144e-01
   0.0000000e+00   7.4109198e-01
   0.0000000e+00   5.7904746e-01
   0.0000000e+00   5.6723055e-01
   0.0000000e+00   6.9972056e-01
   0.0000000e+00   5.7973467e-01
   0.0000000e+00   5.1382274e-01
