0	Inf+3.1416i
0.69315	-8.6087+3.1416i
1.3863	-6.0196+3.1416i
2.0794	-3.9203+3.1416i
2.7726	-2.6441+3.1416i
3.4657	-1.4321+3.1416i
4.1589	0.29006+3.1416i
4.852	0.67648+3.1416i
