0	Inf+3.1416i
0.69315	-9.3101+3.1416i
1.3863	-6.844+3.1416i
2.0794	-4.5469+3.1416i
2.7726	-2.9613+3.1416i
3.4657	-1.9285+3.1416i
4.1589	0.77543+3.1416i
4.852	1.0506+3.1416i
